"";"id";"dataReferencia";"valor";"quantidadeBeneficiados";"municipio.codigoIBGE";"municipio.nomeRegiao";"municipio.uf.nome";"nome_munic"
"617";113601653;"2020-08-01";3783600;5374;"2905503";"NORDESTE";"BAHIA";"Caldeirão Grande"
"618";115001537;"2020-09-01";1353619;4740;"2905503";"NORDESTE";"BAHIA";"Caldeirão Grande"
"619";106101521;"2020-10-01";1061432;4597;"2905503";"NORDESTE";"BAHIA";"Caldeirão Grande"
"620";106701519;"2020-11-01";1232306;4659;"2905503";"NORDESTE";"BAHIA";"Caldeirão Grande"
"621";102801736;"2020-12-01";1193183;4633;"2905503";"NORDESTE";"BAHIA";"Caldeirão Grande"
"622";104101719;"2020-04-01";5856600;8405;"2905602";"NORDESTE";"BAHIA";"Camacan"
"623";112901629;"2020-05-01";6340800;9057;"2905602";"NORDESTE";"BAHIA";"Camacan"
"624";101901704;"2020-06-01";4689600;6581;"2905602";"NORDESTE";"BAHIA";"Camacan"
"625";102101709;"2020-07-01";6420000;9247;"2905602";"NORDESTE";"BAHIA";"Camacan"
"626";108601727;"2020-08-01";5842800;8378;"2905602";"NORDESTE";"BAHIA";"Camacan"
"627";101201758;"2020-09-01";3890899;8758;"2905602";"NORDESTE";"BAHIA";"Camacan"
"628";113301788;"2020-10-01";2651133;8272;"2905602";"NORDESTE";"BAHIA";"Camacan"
"629";104401710;"2020-11-01";3313057;8499;"2905602";"NORDESTE";"BAHIA";"Camacan"
"630";111401549;"2020-12-01";3163764;8370;"2905602";"NORDESTE";"BAHIA";"Camacan"
"631";101601949;"2020-04-01";61708200;81655;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"632";102601801;"2020-05-01";73345800;98188;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"633";103301839;"2020-06-01";48970200;63274;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"634";108401846;"2020-07-01";75001800;101973;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"635";111001627;"2020-08-01";67159200;90428;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"636";107201619;"2020-09-01";57036269;102882;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"637";115101822;"2020-10-01";38604481;94589;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"638";101201641;"2020-11-01";48849870;98802;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"639";113901701;"2020-12-01";44772873;96060;"2905701";"NORDESTE";"BAHIA";"Camaçari"
"640";103901707;"2020-04-01";9289200;12753;"2905800";"NORDESTE";"BAHIA";"Camamu"
"641";113601836;"2020-05-01";10127400;13883;"2905800";"NORDESTE";"BAHIA";"Camamu"
"642";106801877;"2020-06-01";7632000;10105;"2905800";"NORDESTE";"BAHIA";"Camamu"
"643";112401930;"2020-07-01";9979200;13832;"2905800";"NORDESTE";"BAHIA";"Camamu"
"644";111101784;"2020-08-01";9123000;12537;"2905800";"NORDESTE";"BAHIA";"Camamu"
"645";101701889;"2020-09-01";5970137;12992;"2905800";"NORDESTE";"BAHIA";"Camamu"
"646";109401948;"2020-10-01";4132712;12183;"2905800";"NORDESTE";"BAHIA";"Camamu"
"647";115101726;"2020-11-01";5138540;12608;"2905800";"NORDESTE";"BAHIA";"Camamu"
"648";104901565;"2020-12-01";4851050;12450;"2905800";"NORDESTE";"BAHIA";"Camamu"
"649";107401845;"2020-04-01";7519800;11601;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"650";112001860;"2020-05-01";7957200;12150;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"651";113801877;"2020-06-01";6462600;9922;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"652";103701546;"2020-07-01";7741800;11897;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"653";112501523;"2020-08-01";7210200;11094;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"654";107401633;"2020-09-01";3611883;11216;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"655";107501664;"2020-10-01";2571598;10744;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"656";108501701;"2020-11-01";3160449;10997;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"657";114801787;"2020-12-01";3110958;10911;"2905909";"NORDESTE";"BAHIA";"Campo Alegre de Lourdes"
"658";103401468;"2020-04-01";19092000;27706;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"659";106601724;"2020-05-01";20157600;29070;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"660";107501608;"2020-06-01";16491000;23548;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"661";110501623;"2020-07-01";20242800;29433;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"662";104901661;"2020-08-01";19006800;27526;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"663";110501712;"2020-09-01";10347503;27488;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"664";112701709;"2020-10-01";7584353;26185;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"665";111501873;"2020-11-01";9018708;26725;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"666";109601963;"2020-12-01";8647946;26420;"2906006";"NORDESTE";"BAHIA";"Campo Formoso"
"667";108701563;"2020-04-01";2318400;3631;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"668";110501640;"2020-05-01";2397000;3721;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"669";107001858;"2020-06-01";1854600;2875;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"670";102901734;"2020-07-01";2405400;3757;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"671";111301608;"2020-08-01";2250600;3514;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"672";105901858;"2020-09-01";1257125;3541;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"673";101301945;"2020-10-01";841248;3302;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"674";101201854;"2020-11-01";1033787;3389;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"675";109801874;"2020-12-01";1035677;3366;"2906105";"NORDESTE";"BAHIA";"Canápolis"
"676";105901934;"2020-04-01";6727200;9883;"2906204";"NORDESTE";"BAHIA";"Canarana"
"677";105702041;"2020-05-01";7087200;10327;"2906204";"NORDESTE";"BAHIA";"Canarana"
"678";112701536;"2020-06-01";5866200;8524;"2906204";"NORDESTE";"BAHIA";"Canarana"
"679";109701647;"2020-07-01";7103400;10462;"2906204";"NORDESTE";"BAHIA";"Canarana"
"680";105901729;"2020-08-01";6723600;9868;"2906204";"NORDESTE";"BAHIA";"Canarana"
"681";104801709;"2020-09-01";3461171;9879;"2906204";"NORDESTE";"BAHIA";"Canarana"
"682";107201708;"2020-10-01";2543635;9468;"2906204";"NORDESTE";"BAHIA";"Canarana"
"683";109201785;"2020-11-01";3061982;9686;"2906204";"NORDESTE";"BAHIA";"Canarana"
"684";104501878;"2020-12-01";2958497;9620;"2906204";"NORDESTE";"BAHIA";"Canarana"
"685";112301472;"2020-04-01";9157200;12554;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"686";112901576;"2020-05-01";9875400;13526;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"687";115101733;"2020-06-01";7353000;9774;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"688";109301684;"2020-07-01";9739200;13510;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"689";103901747;"2020-08-01";8880000;12191;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"690";102001582;"2020-09-01";5587495;12122;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"691";113601858;"2020-10-01";3735251;11241;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"692";106201830;"2020-11-01";4718695;11612;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"693";107701928;"2020-12-01";4484261;11498;"2906303";"NORDESTE";"BAHIA";"Canavieiras"
"694";114001511;"2020-04-01";2457600;3464;"2906402";"NORDESTE";"BAHIA";"Candeal"
"695";109701699;"2020-05-01";2536200;3546;"2906402";"NORDESTE";"BAHIA";"Candeal"
"696";108601640;"2020-06-01";1999200;2731;"2906402";"NORDESTE";"BAHIA";"Candeal"
"697";101501757;"2020-07-01";2527800;3567;"2906402";"NORDESTE";"BAHIA";"Candeal"
"698";109601853;"2020-08-01";2344800;3275;"2906402";"NORDESTE";"BAHIA";"Candeal"
"699";104001786;"2020-09-01";1262850;3289;"2906402";"NORDESTE";"BAHIA";"Candeal"
"700";108901785;"2020-10-01";853864;3079;"2906402";"NORDESTE";"BAHIA";"Candeal"
"701";103101943;"2020-11-01";1085029;3175;"2906402";"NORDESTE";"BAHIA";"Candeal"
"702";102601491;"2020-12-01";1027337;3137;"2906402";"NORDESTE";"BAHIA";"Candeal"
"703";113201653;"2020-04-01";18651600;24310;"2906501";"NORDESTE";"BAHIA";"Candeias"
"704";103501696;"2020-05-01";22184400;29437;"2906501";"NORDESTE";"BAHIA";"Candeias"
"705";109301762;"2020-06-01";15495600;19690;"2906501";"NORDESTE";"BAHIA";"Candeias"
"706";106601945;"2020-07-01";22779600;30662;"2906501";"NORDESTE";"BAHIA";"Candeias"
"707";104201775;"2020-08-01";20589600;27400;"2906501";"NORDESTE";"BAHIA";"Candeias"
"708";102501767;"2020-09-01";16743994;30423;"2906501";"NORDESTE";"BAHIA";"Candeias"
"709";104502017;"2020-10-01";11607464;27946;"2906501";"NORDESTE";"BAHIA";"Candeias"
"710";114301519;"2020-11-01";14353871;28845;"2906501";"NORDESTE";"BAHIA";"Candeias"
"711";108801626;"2020-12-01";12742034;27696;"2906501";"NORDESTE";"BAHIA";"Candeias"
"712";102701752;"2020-04-01";3439800;5036;"2906600";"NORDESTE";"BAHIA";"Candiba"
"713";103601858;"2020-05-01";3603600;5243;"2906600";"NORDESTE";"BAHIA";"Candiba"
"714";110001900;"2020-06-01";2775600;3985;"2906600";"NORDESTE";"BAHIA";"Candiba"
"715";107401810;"2020-07-01";3561600;5229;"2906600";"NORDESTE";"BAHIA";"Candiba"
"716";107301912;"2020-08-01";3302400;4813;"2906600";"NORDESTE";"BAHIA";"Candiba"
"717";109401584;"2020-09-01";1758435;4803;"2906600";"NORDESTE";"BAHIA";"Candiba"
"718";106701450;"2020-10-01";1202950;4555;"2906600";"NORDESTE";"BAHIA";"Candiba"
"719";102001481;"2020-11-01";1492651;4655;"2906600";"NORDESTE";"BAHIA";"Candiba"
"720";107401644;"2020-12-01";1480281;4616;"2906600";"NORDESTE";"BAHIA";"Candiba"
"721";105601878;"2020-04-01";7122000;10430;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"722";109801810;"2020-05-01";7626600;11095;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"723";107801905;"2020-06-01";5914800;8474;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"724";111801646;"2020-07-01";7804200;11432;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"725";111701632;"2020-08-01";7166400;10470;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"726";111901642;"2020-09-01";4322388;10605;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"727";102701658;"2020-10-01";3030880;10069;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"728";103801682;"2020-11-01";3783502;10410;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"729";112801672;"2020-12-01";3613353;10319;"2906709";"NORDESTE";"BAHIA";"Cândido Sales"
"730";114501822;"2020-04-01";10439400;15702;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"731";105801735;"2020-05-01";10789800;16140;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"732";106301809;"2020-06-01";8965800;13363;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"733";104601553;"2020-07-01";10488000;15765;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"734";106601712;"2020-08-01";9772200;14664;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"735";106001589;"2020-09-01";4558478;14268;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"736";103101757;"2020-10-01";3291222;13734;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"737";110501676;"2020-11-01";4004651;13992;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"738";107601714;"2020-12-01";3874579;13934;"2906808";"NORDESTE";"BAHIA";"Cansanção"
"739";114701600;"2020-04-01";4674600;6821;"2906824";"NORDESTE";"BAHIA";"Canudos"
"740";107101620;"2020-05-01";4914600;7119;"2906824";"NORDESTE";"BAHIA";"Canudos"
"741";108601571;"2020-06-01";4033200;5820;"2906824";"NORDESTE";"BAHIA";"Canudos"
"742";108601589;"2020-07-01";4867800;7116;"2906824";"NORDESTE";"BAHIA";"Canudos"
"743";103001646;"2020-08-01";4526400;6594;"2906824";"NORDESTE";"BAHIA";"Canudos"
"744";108701745;"2020-09-01";2236495;6340;"2906824";"NORDESTE";"BAHIA";"Canudos"
"745";109001807;"2020-10-01";1579341;6037;"2906824";"NORDESTE";"BAHIA";"Canudos"
"746";106101694;"2020-11-01";1953885;6205;"2906824";"NORDESTE";"BAHIA";"Canudos"
"747";112301765;"2020-12-01";1855095;6162;"2906824";"NORDESTE";"BAHIA";"Canudos"
"748";108001605;"2020-04-01";2824200;4173;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"749";109501525;"2020-05-01";2982600;4359;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"750";111401602;"2020-06-01";2222400;3197;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"751";110601609;"2020-07-01";2962800;4378;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"752";101701722;"2020-08-01";2692200;3945;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"753";104301776;"2020-09-01";1793597;4189;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"754";108001797;"2020-10-01";1244535;3990;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"755";107501772;"2020-11-01";1553624;4116;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"756";108101926;"2020-12-01";1500189;4086;"2906857";"NORDESTE";"BAHIA";"Capela do Alto Alegre"
"757";104501964;"2020-04-01";7825800;10917;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"758";111501982;"2020-05-01";8679000;12124;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"759";109001570;"2020-06-01";6194400;8368;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"760";114001544;"2020-07-01";8846400;12459;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"761";104001628;"2020-08-01";7900800;11022;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"762";104601671;"2020-09-01";5939651;12184;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"763";109301750;"2020-10-01";4038636;11409;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"764";102101733;"2020-11-01";5139733;11901;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"765";105701932;"2020-12-01";4833596;11772;"2906873";"NORDESTE";"BAHIA";"Capim Grosso"
"766";100901902;"2020-04-01";2503800;3813;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"767";105702055;"2020-05-01";2606400;3949;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"768";108301491;"2020-06-01";2065800;3093;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"769";114001580;"2020-07-01";2505600;3821;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"770";101001677;"2020-08-01";2305200;3494;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"771";105901758;"2020-09-01";1277159;3445;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"772";108601689;"2020-10-01";903209;3302;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"773";110001878;"2020-11-01";1115324;3370;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"774";108701810;"2020-12-01";1073579;3350;"2906899";"NORDESTE";"BAHIA";"Caraíbas"
"775";113402004;"2020-04-01";5281200;7277;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"776";104401690;"2020-05-01";5602200;7677;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"777";103901581;"2020-06-01";4398600;5888;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"778";102501552;"2020-07-01";5595600;7766;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"779";103001593;"2020-08-01";5180400;7142;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"780";112001631;"2020-09-01";2983581;6901;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"781";102201749;"2020-10-01";2056335;6385;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"782";108701768;"2020-11-01";2528551;6518;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"783";109001848;"2020-12-01";2404407;6408;"2906907";"NORDESTE";"BAHIA";"Caravelas"
"784";102701557;"2020-04-01";2696400;3563;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"785";103701537;"2020-05-01";2794800;3687;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"786";114401639;"2020-06-01";2316600;2966;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"787";108401598;"2020-07-01";2796600;3708;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"788";105901780;"2020-08-01";2637000;3477;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"789";105701879;"2020-09-01";1236405;3284;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"790";105401855;"2020-10-01";880098;3097;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"791";113101862;"2020-11-01";1067980;3155;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"792";104102004;"2020-12-01";1031195;3124;"2907004";"NORDESTE";"BAHIA";"Cardeal da Silva"
"793";106201656;"2020-04-01";8384400;12168;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"794";111501746;"2020-05-01";8820600;12672;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"795";100901796;"2020-06-01";7145400;10182;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"796";100801873;"2020-07-01";8819400;12809;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"797";105101731;"2020-08-01";8269800;11959;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"798";103601911;"2020-09-01";4044709;11380;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"799";112501790;"2020-10-01";2792621;10760;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"800";115001487;"2020-11-01";3433310;10977;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"801";103301530;"2020-12-01";3310753;10875;"2907103";"NORDESTE";"BAHIA";"Carinhanha"
"802";115001661;"2020-04-01";18552600;25908;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"803";110601727;"2020-05-01";19966200;27600;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"804";114101701;"2020-06-01";15679200;21311;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"805";103901905;"2020-07-01";20152200;28121;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"806";112001868;"2020-08-01";18517800;25763;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"807";114501932;"2020-09-01";10690043;25864;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"808";102401482;"2020-10-01";7185965;23828;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"809";105401675;"2020-11-01";8632542;24033;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"810";111101627;"2020-12-01";8224867;23569;"2907202";"NORDESTE";"BAHIA";"Casa Nova"
"811";101701762;"2020-04-01";7076400;9827;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"812";114801747;"2020-05-01";7567800;10471;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"813";105201831;"2020-06-01";5856000;7921;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"814";114801825;"2020-07-01";7570200;10569;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"815";102401790;"2020-08-01";6942000;9627;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"816";103601600;"2020-09-01";4088438;9833;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"817";109501554;"2020-10-01";2832132;9262;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"818";114601661;"2020-11-01";3529756;9551;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"819";109101657;"2020-12-01";3367836;9469;"2907301";"NORDESTE";"BAHIA";"Castro Alves"
"820";107701674;"2020-04-01";888600;1303;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"821";109201713;"2020-05-01";924600;1345;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"822";109301689;"2020-06-01";744600;1073;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"823";112301620;"2020-07-01";928200;1359;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"824";110501718;"2020-08-01";870000;1267;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"825";112301741;"2020-09-01";439593;1260;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"826";102401774;"2020-10-01";303061;1188;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"827";101001881;"2020-11-01";374274;1219;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"828";109101548;"2020-12-01";376011;1216;"2907400";"NORDESTE";"BAHIA";"Catolândia"
"829";109001944;"2020-04-01";12465600;17540;"2907509";"NORDESTE";"BAHIA";"Catu"
"830";107901971;"2020-05-01";13762800;19358;"2907509";"NORDESTE";"BAHIA";"Catu"
"831";102201566;"2020-06-01";9990600;13767;"2907509";"NORDESTE";"BAHIA";"Catu"
"832";110501549;"2020-07-01";13954200;19795;"2907509";"NORDESTE";"BAHIA";"Catu"
"833";104601676;"2020-08-01";12614400;17786;"2907509";"NORDESTE";"BAHIA";"Catu"
"834";114201681;"2020-09-01";9206067;19263;"2907509";"NORDESTE";"BAHIA";"Catu"
"835";108401655;"2020-10-01";6310226;17866;"2907509";"NORDESTE";"BAHIA";"Catu"
"836";113801712;"2020-11-01";7922878;18536;"2907509";"NORDESTE";"BAHIA";"Catu"
"837";101201746;"2020-12-01";7320477;18084;"2907509";"NORDESTE";"BAHIA";"Catu"
"838";105401631;"2020-04-01";2029800;3162;"2907558";"NORDESTE";"BAHIA";"Caturama"
"839";114601667;"2020-05-01";2127600;3273;"2907558";"NORDESTE";"BAHIA";"Caturama"
"840";103501639;"2020-06-01";1620600;2505;"2907558";"NORDESTE";"BAHIA";"Caturama"
"841";102401635;"2020-07-01";2150400;3326;"2907558";"NORDESTE";"BAHIA";"Caturama"
"842";102601670;"2020-08-01";1954800;3033;"2907558";"NORDESTE";"BAHIA";"Caturama"
"843";112901750;"2020-09-01";1226673;3240;"2907558";"NORDESTE";"BAHIA";"Caturama"
"844";104501911;"2020-10-01";846259;3096;"2907558";"NORDESTE";"BAHIA";"Caturama"
"845";101301962;"2020-11-01";1049740;3171;"2907558";"NORDESTE";"BAHIA";"Caturama"
"846";106602077;"2020-12-01";1022106;3156;"2907558";"NORDESTE";"BAHIA";"Caturama"
"847";107601779;"2020-04-01";3994800;6025;"2907608";"NORDESTE";"BAHIA";"Central"
"848";111001918;"2020-05-01";4272600;6383;"2907608";"NORDESTE";"BAHIA";"Central"
"849";105301889;"2020-06-01";3117000;4623;"2907608";"NORDESTE";"BAHIA";"Central"
"850";113601995;"2020-07-01";4365000;6550;"2907608";"NORDESTE";"BAHIA";"Central"
"851";114801550;"2020-08-01";3910800;5869;"2907608";"NORDESTE";"BAHIA";"Central"
"852";104301646;"2020-09-01";2794320;6414;"2907608";"NORDESTE";"BAHIA";"Central"
"853";104501732;"2020-10-01";1898954;6035;"2907608";"NORDESTE";"BAHIA";"Central"
"854";114301639;"2020-11-01";2415310;6255;"2907608";"NORDESTE";"BAHIA";"Central"
"855";107901803;"2020-12-01";2277867;6187;"2907608";"NORDESTE";"BAHIA";"Central"
"856";103501831;"2020-04-01";2977800;4339;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"857";114401888;"2020-05-01";3071400;4457;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"858";114301539;"2020-06-01";2545200;3647;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"859";113901555;"2020-07-01";2935800;4288;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"860";108001654;"2020-08-01";2758200;4020;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"861";102701662;"2020-09-01";1240370;3659;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"862";103601780;"2020-10-01";855353;3445;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"863";113501701;"2020-11-01";1056200;3517;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"864";112401884;"2020-12-01";1018263;3486;"2907707";"NORDESTE";"BAHIA";"Chorrochó"
"865";105101489;"2020-04-01";8787000;12556;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"866";111001656;"2020-05-01";9373200;13318;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"867";103601651;"2020-06-01";7256400;10118;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"868";103801647;"2020-07-01";9263400;13259;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"869";115001598;"2020-08-01";8478600;12084;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"870";103201627;"2020-09-01";5124745;12394;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"871";111401779;"2020-10-01";3650741;11767;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"872";106901817;"2020-11-01";4451272;12037;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"873";101301922;"2020-12-01";4267033;11943;"2907806";"NORDESTE";"BAHIA";"Cícero Dantas"
"874";106201614;"2020-04-01";5081400;7326;"2907905";"NORDESTE";"BAHIA";"Cipó"
"875";100801704;"2020-05-01";5391000;7730;"2907905";"NORDESTE";"BAHIA";"Cipó"
"876";113501616;"2020-06-01";4246200;6018;"2907905";"NORDESTE";"BAHIA";"Cipó"
"877";108801736;"2020-07-01";5549400;8007;"2907905";"NORDESTE";"BAHIA";"Cipó"
"878";111001872;"2020-08-01";5136600;7403;"2907905";"NORDESTE";"BAHIA";"Cipó"
"879";101501848;"2020-09-01";2989676;7542;"2907905";"NORDESTE";"BAHIA";"Cipó"
"880";112601764;"2020-10-01";2119163;7201;"2907905";"NORDESTE";"BAHIA";"Cipó"
"881";111201917;"2020-11-01";2654827;7402;"2907905";"NORDESTE";"BAHIA";"Cipó"
"882";103201790;"2020-12-01";2466473;7311;"2907905";"NORDESTE";"BAHIA";"Cipó"
"883";104001806;"2020-04-01";5711400;7772;"2908002";"NORDESTE";"BAHIA";"Coaraci"
"884";111401825;"2020-05-01";6041400;8200;"2908002";"NORDESTE";"BAHIA";"Coaraci"
"885";109001903;"2020-06-01";4745400;6223;"2908002";"NORDESTE";"BAHIA";"Coaraci"
"886";113601644;"2020-07-01";6017400;8251;"2908002";"NORDESTE";"BAHIA";"Coaraci"
"887";104701639;"2020-08-01";5549400;7514;"2908002";"NORDESTE";"BAHIA";"Coaraci"
"888";104501708;"2020-09-01";3291616;7652;"2908002";"NORDESTE";"BAHIA";"Coaraci"
"889";114501640;"2020-10-01";2353910;7235;"2908002";"NORDESTE";"BAHIA";"Coaraci"
"890";107701742;"2020-11-01";2871092;7468;"2908002";"NORDESTE";"BAHIA";"Coaraci"
